gene_id,gene_full_id,mean_log,var_log,detected_cells,detected_fraction,original_index,acute_vs_control_log_delta,p53DN_vs_p53WT_log_delta,candidate_score,gene_symbol,biotype,description,seq_region_name
ENSG00000100644,ENSG00000100644.16,0.789549,0.091405116,9096,0.9885881969351158,4618,-0.1299501,0.12580067,0.2557518,HIF1A,protein_coding,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],14
ENSG00000175063,ENSG00000175063.16,0.8620605,0.38520065,8203,0.891533528964243,17080,-0.106628895,0.1490646,0.2556945,UBE2C,protein_coding,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],20
ENSG00000173674,ENSG00000173674.10,1.8924142,0.09068849,9199,0.9997826323225736,16295,-0.13069248,0.12498832,0.2556818,EIF1AX,protein_coding,eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250],X
ENSG00000119335,ENSG00000119335.16,2.2628005,0.14620073,9201,1.0,19058,-0.14844584,0.10702968,0.25547653,SET,protein_coding,SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760],9
ENSG00000108829,ENSG00000108829.9,0.9875539,0.0850725,9165,0.9960873818063254,12121,-0.12973505,0.12534201,0.25507808,LRRC59,protein_coding,leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817],17
ENSG00000134057,ENSG00000134057.14,0.6766103,0.24442229,8177,0.8887077491577002,16550,-0.13595712,0.118038595,0.25399673,CCNB1,protein_coding,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579],5
ENSG00000128951,ENSG00000128951.13,1.1162621,0.15359509,9120,0.991196609064232,6792,-0.142344,0.11095703,0.25330204,DUT,protein_coding,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],15
ENSG00000102172,ENSG00000102172.15,1.4396421,0.08487159,9194,0.9992392131290078,19009,-0.12263024,0.1306287,0.25325996,SMS,protein_coding,spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123],X
ENSG00000132507,ENSG00000132507.17,2.5796068,0.13537708,9201,1.0,6579,-0.035556793,0.21537161,0.25092942,EIF5A,protein_coding,eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300],17
ENSG00000080824,ENSG00000080824.18,2.8606167,0.15094939,9201,1.0,9942,-0.09585047,0.1541915,0.25004297,HSP90AA1,protein_coding,heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253],14
ENSG00000117450,ENSG00000117450.13,0.92508256,0.14828286,9146,0.9940223888707748,8094,-0.13770664,0.11098945,0.24869709,PRDX1,protein_coding,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],1
ENSG00000170345,ENSG00000170345.9,1.0633076,0.17114337,9072,0.9859797848059992,9149,-0.14790124,-0.10063982,0.24854206,FOS,protein_coding,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]",14
ENSG00000070814,ENSG00000070814.19,0.7051489,0.10347884,8733,0.9491359634822302,8099,-0.17256045,0.0749203,0.24748175,TCOF1,protein_coding,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654],5
ENSG00000187514,ENSG00000187514.16,3.3119006,0.13073619,9201,1.0,17344,-0.14537287,0.10188651,0.24726038,PTMA,protein_coding,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623],2
ENSG00000167644,ENSG00000167644.11,1.0815831,0.085721344,9176,0.9972829040321703,896,-0.15836108,0.087935686,0.24629776,C19orf33,protein_coding,chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:16668],19
ENSG00000198888,ENSG00000198888.2,3.6386907,0.082405575,9201,1.0,687,0.14605212,-0.09965873,0.24571185,MT-ND1,protein_coding,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455],MT
ENSG00000169714,ENSG00000169714.16,1.0548838,0.09033616,9177,0.9973915878708836,20398,-0.16460806,0.08092928,0.24553834,CNBP,protein_coding,CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164],3
ENSG00000105364,ENSG00000105364.13,0.9170655,0.07890765,9137,0.9930442343223562,9383,-0.13125539,0.113404095,0.24466048,MRPL4,protein_coding,mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276],19
ENSG00000145220,ENSG00000145220.13,1.0768709,0.13317128,9110,0.9901097706771004,21632,-0.21562636,0.027902603,0.24352996,LYAR,protein_coding,Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021],4
ENSG00000055044,ENSG00000055044.10,0.82376766,0.106706105,9078,0.9866318878382784,8605,-0.15826869,0.0850808,0.24335049,NOP58,protein_coding,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926],2
ENSG00000031698,ENSG00000031698.12,0.8350439,0.08468843,9124,0.9916313444190848,1847,-0.07865763,0.1646654,0.24332403,SARS1,protein_coding,seryl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:10537],1
ENSG00000109861,ENSG00000109861.15,0.9456361,0.13507974,9138,0.9931529181610694,10112,-0.15911609,0.08402681,0.2431439,CTSC,protein_coding,cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528],11
ENSG00000115758,ENSG00000115758.12,1.2233096,0.121121265,9167,0.9963047494837518,9772,-0.12406981,0.11847329,0.2425441,ODC1,protein_coding,ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109],2
ENSG00000164032,ENSG00000164032.11,2.467563,0.24691902,9198,0.9996739484838604,795,-0.080985546,0.1613121,0.24229865,H2AZ1,protein_coding,H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741],4
ENSG00000111669,ENSG00000111669.14,2.3124397,0.09721343,9201,1.0,8759,-0.039239407,0.20260692,0.24184732,TPI1,protein_coding,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],12
ENSG00000173267,ENSG00000173267.13,0.60105413,0.15430667,8393,0.912183458319748,3747,0.18610108,-0.053803265,0.23990534,SNCG,protein_coding,synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141],10
ENSG00000115816,ENSG00000115816.14,0.85783184,0.08761582,9129,0.9921747636126508,18295,-0.13914543,0.10063869,0.23978512,CEBPZ,protein_coding,CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218],2
ENSG00000215021,ENSG00000215021.8,1.4223666,0.07076023,9197,0.9995652646451472,5576,-0.10887194,0.13055623,0.23942916,PHB2,protein_coding,prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306],12
ENSG00000100664,ENSG00000100664.10,1.1526766,0.13082507,9163,0.9958700141288992,3885,-0.06471896,0.17444992,0.23916988,EIF5,protein_coding,eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299],14
ENSG00000136003,ENSG00000136003.15,1.2645603,0.08310932,9190,0.9988044777741548,1855,-0.018250585,-0.2207048,0.23895638,ISCU,protein_coding,iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882],12
ENSG00000109321,ENSG00000109321.10,1.8864052,0.55266434,9151,0.9945658080643408,3565,-0.2081219,0.029355764,0.23747866,AREG,protein_coding,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651],4
ENSG00000117724,ENSG00000117724.12,0.79664195,0.3427599,7797,0.8474078904466906,5548,-0.08417851,0.15239012,0.23656963,CENPF,protein_coding,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],1
ENSG00000175602,ENSG00000175602.3,0.93739504,0.14547555,9056,0.9842408433865883,15061,-0.017614782,0.21864808,0.23626386,CCDC85B,protein_coding,coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926],11
ENSG00000148843,ENSG00000148843.14,0.5500246,0.07901055,8706,0.9462014998369742,3602,-0.082614064,0.15299368,0.23560874,PDCD11,protein_coding,programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408],10
ENSG00000167996,ENSG00000167996.15,2.2342012,0.18790112,9201,1.0,18608,-0.14885116,-0.08659792,0.23545007,FTH1,protein_coding,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976],11
ENSG00000137692,ENSG00000137692.11,1.0268065,0.09889954,9175,0.9971742201934573,1775,-0.13700265,0.09777236,0.234776,DCUN1D5,protein_coding,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409],11
ENSG00000087086,ENSG00000087086.14,2.6775255,0.15644474,9200,0.9998913161612868,3655,0.12554908,0.10886264,0.23441271,FTL,protein_coding,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999],19
ENSG00000137714,ENSG00000137714.2,1.3818799,0.091380104,9198,0.9996739484838604,20912,-0.1537503,0.080570936,0.23432223,FDX1,protein_coding,ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638],11
ENSG00000099783,ENSG00000099783.11,0.9578932,0.11863015,9147,0.994131072709488,14263,-0.02110523,0.21281463,0.23392086,HNRNPM,protein_coding,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046],19
ENSG00000092621,ENSG00000092621.12,0.3434663,0.07933903,7194,0.781871535702641,13394,-0.070462555,0.16339391,0.23385747,PHGDH,protein_coding,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923],1
ENSG00000213585,ENSG00000213585.10,1.6935797,0.07174345,9201,1.0,16719,-0.16536212,0.06844616,0.23380928,VDAC1,protein_coding,voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669],5
ENSG00000182718,ENSG00000182718.16,2.7017527,0.10893745,9201,1.0,20678,-0.19646335,-0.03691888,0.23338322,ANXA2,protein_coding,annexin A2 [Source:HGNC Symbol;Acc:HGNC:537],15
ENSG00000089693,ENSG00000089693.10,1.1570853,0.080676466,9187,0.9984784262580154,18903,0.17841399,0.05460632,0.2330213,MLF2,protein_coding,myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126],12
ENSG00000096384,ENSG00000096384.19,1.7748675,0.14777528,9198,0.9996739484838604,8272,-0.100393414,0.13249218,0.2328866,HSP90AB1,protein_coding,heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258],6
ENSG00000135069,ENSG00000135069.13,0.46426487,0.08596486,8254,0.8970764047386154,11631,-0.16977349,0.062674075,0.23244856,PSAT1,protein_coding,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129],9
ENSG00000126934,ENSG00000126934.13,1.0744629,0.08092895,9168,0.9964134333224648,15718,0.15976548,0.072668076,0.23243456,MAP2K2,protein_coding,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842],19
ENSG00000067560,ENSG00000067560.10,1.2428222,0.07779497,9195,0.9993478969677208,18469,-0.059304714,0.17309856,0.23240428,RHOA,protein_coding,ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667],3
ENSG00000198899,ENSG00000198899.2,3.2476394,0.07736554,9201,1.0,692,0.1749115,0.057450056,0.23236255,MT-ATP6,protein_coding,mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414],MT
ENSG00000171159,ENSG00000171159.4,0.7775768,0.087107375,9066,0.9853276817737202,8990,0.17023826,-0.061840057,0.23207931,BBLN,protein_coding,bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823],9
ENSG00000088325,ENSG00000088325.15,0.5807503,0.15532449,7860,0.8542549722856211,18734,-0.102716506,0.12899214,0.23170964,TPX2,protein_coding,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249],20
ENSG00000119888,ENSG00000119888.10,1.088685,0.13920404,9073,0.9860884686447126,13120,-0.09520388,0.13643885,0.23164372,EPCAM,protein_coding,epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529],2
ENSG00000172889,ENSG00000172889.15,0.50372654,0.07064908,8593,0.9339202260623846,924,0.13481924,-0.09681532,0.23163556,EGFL7,protein_coding,EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594],9
ENSG00000062716,ENSG00000062716.12,0.9025507,0.1340994,9120,0.991196609064232,17026,0.21634817,-0.015123606,0.23147278,VMP1,protein_coding,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559],17
ENSG00000106105,ENSG00000106105.13,0.5475442,0.08520952,8638,0.9388109988044778,3750,-0.11664444,0.11467555,0.23132099,GARS1,protein_coding,glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162],7
ENSG00000067082,ENSG00000067082.14,0.7386822,0.14773397,8791,0.9554396261275948,17482,-0.04540497,-0.1856634,0.23106937,KLF6,protein_coding,KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235],10
ENSG00000145425,ENSG00000145425.9,1.9478477,0.100670144,9200,0.9998913161612868,17607,-0.011514425,-0.21917534,0.23069076,RPS3A,protein_coding,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],4
ENSG00000198727,ENSG00000198727.2,3.7317543,0.071429946,9201,1.0,700,0.19892502,-0.030676842,0.22960286,MT-CYB,protein_coding,mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427],MT
ENSG00000169100,ENSG00000169100.13,2.7431524,0.07432583,9201,1.0,16129,0.09534478,-0.13424635,0.22959213,SLC25A6,protein_coding,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992],X
ENSG00000197451,ENSG00000197451.11,1.3180201,0.12004972,9187,0.9984784262580154,8409,-0.17130923,0.05812049,0.22943072,HNRNPAB,protein_coding,heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034],5
ENSG00000187840,ENSG00000187840.4,1.121552,0.09807837,9150,0.9944571242256276,8064,-0.078234315,0.15118527,0.22942059,EIF4EBP1,protein_coding,eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288],8
ENSG00000196072,ENSG00000196072.11,0.7220564,0.083383456,9000,0.97815454841865,14413,-0.008733749,-0.22016704,0.22890179,BLOC1S2,protein_coding,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984],10
ENSG00000075618,ENSG00000075618.17,1.271733,0.09479337,9188,0.9985871100967286,6892,-0.16716969,0.061583877,0.22875457,FSCN1,protein_coding,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148],7
ENSG00000177508,ENSG00000177508.11,0.39938858,0.09480676,7456,0.810346701445495,16747,-0.08973265,0.13889816,0.22863181,IRX3,protein_coding,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360],16
ENSG00000124762,ENSG00000124762.13,0.39380664,0.083114214,7650,0.8314313661558527,5939,0.06731287,-0.16109553,0.2284094,CDKN1A,protein_coding,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784],6
ENSG00000136045,ENSG00000136045.11,0.6244498,0.078189276,8903,0.9676122160634714,5431,-0.10119951,0.12656885,0.22776936,PWP1,protein_coding,"PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]",12
ENSG00000131747,ENSG00000131747.14,0.79818827,0.36573038,7712,0.83816976415607,16733,-0.02699548,0.19969416,0.22669064,TOP2A,protein_coding,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],17
ENSG00000163634,ENSG00000163634.11,0.85325676,0.09142911,9119,0.9910879252255188,12733,-0.011750221,0.2145797,0.22633092,THOC7,protein_coding,THO complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:29874],3
ENSG00000172115,ENSG00000172115.8,1.963762,0.117878266,9200,0.9998913161612868,18676,-0.14859629,0.07685709,0.22545438,CYCS,protein_coding,"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]",7
ENSG00000123975,ENSG00000123975.4,1.3009267,0.37064135,9100,0.9890229322899684,9481,-0.17279422,0.052547336,0.22534256,CKS2,protein_coding,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000],9
ENSG00000168078,ENSG00000168078.9,0.4520721,0.09328171,7675,0.8341484621236822,18869,-0.021836609,0.20325181,0.22508942,PBK,protein_coding,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282],8
ENSG00000143158,ENSG00000143158.10,0.87689596,0.074784234,9126,0.9918487120965112,7348,0.13360631,0.09133977,0.22494708,MPC2,protein_coding,mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515],1
ENSG00000166681,ENSG00000166681.13,1.2171726,0.08399362,9191,0.998913161612868,18239,0.12082183,0.103961825,0.22478466,BEX3,protein_coding,brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388],X
ENSG00000174307,ENSG00000174307.6,0.98902875,0.08881658,9156,0.9951092272579068,15905,-0.06631082,-0.15804058,0.2243524,PHLDA3,protein_coding,pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934],1
ENSG00000150753,ENSG00000150753.11,1.2072854,0.12519483,9187,0.9984784262580154,9927,-0.12184727,0.10220349,0.22405176,CCT5,protein_coding,chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618],5
ENSG00000130826,ENSG00000130826.17,0.6927581,0.09730252,8953,0.9730464079991306,7190,-0.10386968,0.12015796,0.22402863,DKC1,protein_coding,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890],X
ENSG00000141385,ENSG00000141385.9,0.66292036,0.07664094,8930,0.9705466797087272,16867,-0.100299716,0.123548806,0.22384952,AFG3L2,protein_coding,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],18
ENSG00000102144,ENSG00000102144.14,1.2522763,0.14370625,9196,0.999456580806434,8030,-0.14490259,0.07790041,0.222804,PGK1,protein_coding,phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896],X
ENSG00000175768,ENSG00000175768.12,1.0001116,0.092623614,9146,0.9940223888707748,15615,-0.13985872,0.082398474,0.2222582,TOMM5,protein_coding,translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369],9
ENSG00000132341,ENSG00000132341.11,2.5084448,0.09131679,9201,1.0,2058,-0.12992501,0.09158635,0.22151236,RAN,protein_coding,"RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]",12
ENSG00000101361,ENSG00000101361.16,0.74891454,0.10421782,8968,0.9746766655798282,12229,-0.14181614,0.078701556,0.2205187,NOP56,protein_coding,NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911],20
ENSG00000146731,ENSG00000146731.10,1.5608332,0.09488026,9198,0.9996739484838604,16276,-0.12155616,0.09853542,0.22009258,CCT6A,protein_coding,chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620],7
ENSG00000144635,ENSG00000144635.8,0.46319306,0.07023792,8410,0.914031083577872,18413,-0.06183341,0.15752146,0.21935587,DYNC1LI1,protein_coding,dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745],3
ENSG00000124228,ENSG00000124228.14,0.5507712,0.07453157,8755,0.9515270079339202,15183,-0.07625294,0.14122373,0.21747766,DDX27,protein_coding,DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837],20
ENSG00000082074,ENSG00000082074.16,0.45078224,0.07701105,8116,0.8820780349961961,14716,-0.15998864,0.057195187,0.21718483,FYB1,protein_coding,FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036],5
ENSG00000170855,ENSG00000170855.3,0.6369728,0.082180776,8909,0.9682643190957504,720,-0.051181316,-0.16578567,0.21696799,TRIAP1,protein_coding,TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937],12
ENSG00000172216,ENSG00000172216.5,1.1835116,0.13290828,9178,0.9975002717095968,15571,-0.121130705,0.095566034,0.21669774,CEBPB,protein_coding,CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834],20
ENSG00000099901,ENSG00000099901.16,2.4119673,0.11298604,9200,0.9998913161612868,7164,-0.13630247,0.079770565,0.21607403,RANBP1,protein_coding,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],22
ENSG00000092201,ENSG00000092201.9,0.8122446,0.09006272,9081,0.986957939354418,3036,-0.11955047,0.09650588,0.21605735,SUPT16H,protein_coding,"SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]",14
ENSG00000096060,ENSG00000096060.14,0.5060884,0.07040857,8597,0.9343549614172372,5668,-0.1313698,0.08427334,0.21564414,FKBP5,protein_coding,FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721],6
ENSG00000176788,ENSG00000176788.8,0.82957345,0.11377821,9038,0.9822845342897512,16151,0.10630345,0.1087746,0.21507905,BASP1,protein_coding,brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957],5
ENSG00000168887,ENSG00000168887.10,0.39514026,0.06663227,8000,0.8694707097054668,16884,0.052815586,0.16224492,0.2150615,C2orf68,protein_coding,chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353],2
ENSG00000104267,ENSG00000104267.9,0.5141761,0.109390676,8269,0.8987066623193131,4477,-0.1507625,0.06398192,0.21474542,CA2,protein_coding,carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373],8
ENSG00000133316,ENSG00000133316.15,0.5208653,0.07314822,8641,0.9391370503206172,7493,-0.14503002,0.0693247,0.21435572,WDR74,protein_coding,WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529],11
ENSG00000166508,ENSG00000166508.17,0.5814661,0.11564008,8400,0.91294424519074,17350,-0.105918705,0.10806477,0.21398447,MCM7,protein_coding,minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950],7
ENSG00000136522,ENSG00000136522.13,0.7517104,0.086051136,9059,0.984566894902728,13434,-0.10759848,0.10585904,0.21345852,MRPL47,protein_coding,mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652],3
ENSG00000074071,ENSG00000074071.14,1.2876897,0.08634573,9194,0.9992392131290078,6165,-0.1340071,0.07880592,0.21281402,MRPS34,protein_coding,mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618],16
ENSG00000253729,ENSG00000253729.7,1.260801,0.0812491,9192,0.9990218454515812,18512,-0.108763576,0.103429794,0.21219437,PRKDC,protein_coding,"protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]",8
ENSG00000166582,ENSG00000166582.9,0.8579672,0.09307728,9043,0.9828279534833172,19405,-0.07886207,0.13325548,0.21211855,CENPV,protein_coding,centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920],17
